species_name,taxon_key,occurrence_key,has_image
Alnus glutinosa,2876213,1949933155,1
Alnus glutinosa,2876213,2457137223,1
Alnus glutinosa,2876213,2236811993,1
Frangula alnus,3039454,1055542455,1
Frangula alnus,3039454,1056178198,1
Fraxinus excelsior,3172358,1055613402,1
Fraxinus excelsior,3172358,1949949481,1
Fraxinus excelsior,3172358,2457114222,1
Fraxinus excelsior,3172358,2457158237,1
Fraxinus excelsior,3172358,2457126235,1
Fraxinus excelsior,3172358,2457130237,1
Fraxinus excelsior,3172358,2457113234,1
Fraxinus excelsior,3172358,2457124237,1
Fraxinus excelsior,3172358,2236814002,1
Fraxinus excelsior,3172358,2236813420,1
Fraxinus excelsior,3172358,2457128238,1
